Song,Artist,Spotify_ID,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
The Heart of the Ocean,Ándrue;Mythos 'N DJ Cosmo,6cQT6DT7QMkQm9W5IIwlDC,0.621,0.906,11.0,-7.974,0.0,0.0374,0.0111,0.961,0.0929,0.342,138.03,audio_features,6cQT6DT7QMkQm9W5IIwlDC,spotify:track:6cQT6DT7QMkQm9W5IIwlDC,https://api.spotify.com/v1/tracks/6cQT6DT7QMkQm9W5IIwlDC,https://api.spotify.com/v1/audio-analysis/6cQT6DT7QMkQm9W5IIwlDC,181027.0,4.0
ヘビーローテーション,AKB48,13YE1VSvQ4t7wWCPlpK1Uw,0.319,0.927,1.0,-2.64,0.0,0.0549,8.98e-05,0.0941,0.325,0.233,178.081,audio_features,13YE1VSvQ4t7wWCPlpK1Uw,spotify:track:13YE1VSvQ4t7wWCPlpK1Uw,https://api.spotify.com/v1/tracks/13YE1VSvQ4t7wWCPlpK1Uw,https://api.spotify.com/v1/audio-analysis/13YE1VSvQ4t7wWCPlpK1Uw,283387.0,4.0
Les jardins de minuit,Alcest,4BCbJuo6vNR6zsgaf7hath,0.179,0.796,10.0,-8.652,1.0,0.0412,4.79e-06,0.832,0.109,0.178,146.175,audio_features,4BCbJuo6vNR6zsgaf7hath,spotify:track:4BCbJuo6vNR6zsgaf7hath,https://api.spotify.com/v1/tracks/4BCbJuo6vNR6zsgaf7hath,https://api.spotify.com/v1/audio-analysis/4BCbJuo6vNR6zsgaf7hath,473001.0,4.0
La Última Vez (feat. Antuan),Ronald El Killa;Antuan,3kEzaHB3XXZP5bxBjvt06T,0.78,0.815,0.0,-3.622,1.0,0.0357,0.162,0.0,0.0847,0.967,141.979,audio_features,3kEzaHB3XXZP5bxBjvt06T,spotify:track:3kEzaHB3XXZP5bxBjvt06T,https://api.spotify.com/v1/tracks/3kEzaHB3XXZP5bxBjvt06T,https://api.spotify.com/v1/audio-analysis/3kEzaHB3XXZP5bxBjvt06T,220280.0,4.0
I Shot The Sheriff,Eric Clapton,0UOxp1BpnD8uPQMKU4wKjz,0.73,0.639,7.0,-11.025,0.0,0.0524,0.0853,0.00221,0.102,0.658,94.395,audio_features,0UOxp1BpnD8uPQMKU4wKjz,spotify:track:0UOxp1BpnD8uPQMKU4wKjz,https://api.spotify.com/v1/tracks/0UOxp1BpnD8uPQMKU4wKjz,https://api.spotify.com/v1/audio-analysis/0UOxp1BpnD8uPQMKU4wKjz,263747.0,4.0
Black Dog - Remaster,Led Zeppelin,3qT4bUD1MaWpGrTwcvguhb,0.437,0.864,4.0,-7.842,0.0,0.0904,0.396,0.0314,0.242,0.749,81.394,audio_features,3qT4bUD1MaWpGrTwcvguhb,spotify:track:3qT4bUD1MaWpGrTwcvguhb,https://api.spotify.com/v1/tracks/3qT4bUD1MaWpGrTwcvguhb,https://api.spotify.com/v1/audio-analysis/3qT4bUD1MaWpGrTwcvguhb,295387.0,4.0
Lonely Call,RaeLynn,2Wj1AZdBPMA1mkuuoTfOPg,0.588,0.722,6.0,-4.667,1.0,0.0289,0.0663,0.0,0.0721,0.243,145.931,audio_features,2Wj1AZdBPMA1mkuuoTfOPg,spotify:track:2Wj1AZdBPMA1mkuuoTfOPg,https://api.spotify.com/v1/tracks/2Wj1AZdBPMA1mkuuoTfOPg,https://api.spotify.com/v1/audio-analysis/2Wj1AZdBPMA1mkuuoTfOPg,224107.0,4.0
真愛在明天,Vivian Chow;Leon Lai,3PCUdfQ0MdU8tkzi2uN6wr,0.543,0.297,10.0,-12.371,1.0,0.0313,0.444,0.0,0.371,0.266,135.978,audio_features,3PCUdfQ0MdU8tkzi2uN6wr,spotify:track:3PCUdfQ0MdU8tkzi2uN6wr,https://api.spotify.com/v1/tracks/3PCUdfQ0MdU8tkzi2uN6wr,https://api.spotify.com/v1/audio-analysis/3PCUdfQ0MdU8tkzi2uN6wr,243373.0,4.0
AYA,MAMAMOO,4BZXVFYCb76Q0Klojq4piV,0.634,0.858,4.0,-2.226,0.0,0.0809,0.101,8.56e-06,0.258,0.637,91.688,audio_features,4BZXVFYCb76Q0Klojq4piV,spotify:track:4BZXVFYCb76Q0Klojq4piV,https://api.spotify.com/v1/tracks/4BZXVFYCb76Q0Klojq4piV,https://api.spotify.com/v1/audio-analysis/4BZXVFYCb76Q0Klojq4piV,211280.0,4.0
Spirit of Grace,Stanton Lanier,7N02vK6QmHRiMVa6oy3HUA,0.377,0.19,6.0,-21.428,1.0,0.0552,0.989,0.887,0.0965,0.173,116.84,audio_features,7N02vK6QmHRiMVa6oy3HUA,spotify:track:7N02vK6QmHRiMVa6oy3HUA,https://api.spotify.com/v1/tracks/7N02vK6QmHRiMVa6oy3HUA,https://api.spotify.com/v1/audio-analysis/7N02vK6QmHRiMVa6oy3HUA,224840.0,4.0
Learn to Fly,Foo Fighters,5OQsiBsky2k2kDKy2bX2eT,0.465,0.919,4.0,-4.025,1.0,0.0408,1.83e-05,2.07e-05,0.262,0.537,135.997,audio_features,5OQsiBsky2k2kDKy2bX2eT,spotify:track:5OQsiBsky2k2kDKy2bX2eT,https://api.spotify.com/v1/tracks/5OQsiBsky2k2kDKy2bX2eT,https://api.spotify.com/v1/audio-analysis/5OQsiBsky2k2kDKy2bX2eT,235293.0,4.0
girls,Lil Peep;Horse Head,7mTOeGfsxp8WXvVLL2B76c,0.604,0.715,8.0,-7.118,0.0,0.0312,0.000425,7.78e-06,0.116,0.212,110.026,audio_features,7mTOeGfsxp8WXvVLL2B76c,spotify:track:7mTOeGfsxp8WXvVLL2B76c,https://api.spotify.com/v1/tracks/7mTOeGfsxp8WXvVLL2B76c,https://api.spotify.com/v1/audio-analysis/7mTOeGfsxp8WXvVLL2B76c,176907.0,4.0
Gracias,Moderatto,2qmzSRt2fCwobsVL7aU09u,0.525,0.914,1.0,-4.816,1.0,0.0362,0.0379,8.15e-05,0.102,0.326,125.093,audio_features,2qmzSRt2fCwobsVL7aU09u,spotify:track:2qmzSRt2fCwobsVL7aU09u,https://api.spotify.com/v1/tracks/2qmzSRt2fCwobsVL7aU09u,https://api.spotify.com/v1/audio-analysis/2qmzSRt2fCwobsVL7aU09u,231424.0,4.0
Quiet Storm,Mobb Deep,6nwAubYnLGl7F7cDuOoVLp,0.79,0.728,2.0,-9.221,1.0,0.391,0.366,0.0,0.112,0.403,96.978,audio_features,6nwAubYnLGl7F7cDuOoVLp,spotify:track:6nwAubYnLGl7F7cDuOoVLp,https://api.spotify.com/v1/tracks/6nwAubYnLGl7F7cDuOoVLp,https://api.spotify.com/v1/audio-analysis/6nwAubYnLGl7F7cDuOoVLp,265493.0,4.0
AEIOU,Justin Quiles;Robin Schulz,1c2vVx6knoiZHXbJJ9Mk8L,0.689,0.856,5.0,-3.394,0.0,0.0813,0.0493,0.0,0.232,0.706,126.108,audio_features,1c2vVx6knoiZHXbJJ9Mk8L,spotify:track:1c2vVx6knoiZHXbJJ9Mk8L,https://api.spotify.com/v1/tracks/1c2vVx6knoiZHXbJJ9Mk8L,https://api.spotify.com/v1/audio-analysis/1c2vVx6knoiZHXbJJ9Mk8L,161881.0,4.0
Soul Of The Beat,Retrospect,1zxE3LRP7yXCrd1X4OYwuC,0.784,0.732,6.0,-6.397,1.0,0.41,0.288,0.0,0.0766,0.668,157.017,audio_features,1zxE3LRP7yXCrd1X4OYwuC,spotify:track:1zxE3LRP7yXCrd1X4OYwuC,https://api.spotify.com/v1/tracks/1zxE3LRP7yXCrd1X4OYwuC,https://api.spotify.com/v1/audio-analysis/1zxE3LRP7yXCrd1X4OYwuC,171210.0,4.0
Little Lights,Project AER;v i v,0622Y9gelxWauDWwd5ZmSU,0.623,0.572,5.0,-7.105,1.0,0.0323,0.138,0.0,0.132,0.844,109.377,audio_features,0622Y9gelxWauDWwd5ZmSU,spotify:track:0622Y9gelxWauDWwd5ZmSU,https://api.spotify.com/v1/tracks/0622Y9gelxWauDWwd5ZmSU,https://api.spotify.com/v1/audio-analysis/0622Y9gelxWauDWwd5ZmSU,99773.0,4.0
Cartonero,Attaque 77,1JiKG47wsKUFSJwzmSkMwN,0.5,0.831,5.0,-4.582,0.0,0.0383,0.00718,0.0,0.275,0.813,169.874,audio_features,1JiKG47wsKUFSJwzmSkMwN,spotify:track:1JiKG47wsKUFSJwzmSkMwN,https://api.spotify.com/v1/tracks/1JiKG47wsKUFSJwzmSkMwN,https://api.spotify.com/v1/audio-analysis/1JiKG47wsKUFSJwzmSkMwN,192693.0,4.0
Saved from the Truth,Angband,0m3iCOmReJRgbic2e7oANy,0.465,0.458,2.0,-6.448,1.0,0.0246,0.517,0.00114,0.0996,0.344,138.39,audio_features,0m3iCOmReJRgbic2e7oANy,spotify:track:0m3iCOmReJRgbic2e7oANy,https://api.spotify.com/v1/tracks/0m3iCOmReJRgbic2e7oANy,https://api.spotify.com/v1/audio-analysis/0m3iCOmReJRgbic2e7oANy,372853.0,4.0
The Trumpet Shall Sound (Remastered 2014),Traditional;London Philharmonic Orchestra;The London Philharmonic Chorus,0Bhyve1bYo8b7Sm0gXrC0G,0.374,0.267,2.0,-20.519,1.0,0.0655,0.0192,0.789,0.174,0.0332,69.205,audio_features,0Bhyve1bYo8b7Sm0gXrC0G,spotify:track:0Bhyve1bYo8b7Sm0gXrC0G,https://api.spotify.com/v1/tracks/0Bhyve1bYo8b7Sm0gXrC0G,https://api.spotify.com/v1/audio-analysis/0Bhyve1bYo8b7Sm0gXrC0G,228415.0,4.0
深夜高速,Kazuyoshi Saito,0tu4zWxyFV1Djbf4hLY3xP,0.474,0.727,2.0,-5.892,1.0,0.0329,0.123,2.82e-06,0.244,0.83,79.633,audio_features,0tu4zWxyFV1Djbf4hLY3xP,spotify:track:0tu4zWxyFV1Djbf4hLY3xP,https://api.spotify.com/v1/tracks/0tu4zWxyFV1Djbf4hLY3xP,https://api.spotify.com/v1/audio-analysis/0tu4zWxyFV1Djbf4hLY3xP,326707.0,4.0
Koppången,Helen Sjöholm,4oFLFLI7RLuIshNZM2YOC9,0.335,0.134,7.0,-13.004,1.0,0.0413,0.887,0.0,0.283,0.296,110.219,audio_features,4oFLFLI7RLuIshNZM2YOC9,spotify:track:4oFLFLI7RLuIshNZM2YOC9,https://api.spotify.com/v1/tracks/4oFLFLI7RLuIshNZM2YOC9,https://api.spotify.com/v1/audio-analysis/4oFLFLI7RLuIshNZM2YOC9,211733.0,4.0
Habits,Genevieve Stokes,0qL3JquOSa7ErWX3RXfUgo,0.663,0.287,9.0,-9.469,1.0,0.0344,0.854,6.85e-06,0.346,0.438,82.457,audio_features,0qL3JquOSa7ErWX3RXfUgo,spotify:track:0qL3JquOSa7ErWX3RXfUgo,https://api.spotify.com/v1/tracks/0qL3JquOSa7ErWX3RXfUgo,https://api.spotify.com/v1/audio-analysis/0qL3JquOSa7ErWX3RXfUgo,136733.0,4.0
Seduce / Destroy,Lucille Croft,1eG6ogBMDCT36ciEocKV8V,0.625,0.808,8.0,-3.321,1.0,0.0333,0.000478,0.28,0.163,0.27,105.005,audio_features,1eG6ogBMDCT36ciEocKV8V,spotify:track:1eG6ogBMDCT36ciEocKV8V,https://api.spotify.com/v1/tracks/1eG6ogBMDCT36ciEocKV8V,https://api.spotify.com/v1/audio-analysis/1eG6ogBMDCT36ciEocKV8V,182857.0,4.0
Солнышко,Nikolai Erdenko,0qh66t5Jy8llQrHqXwu1uO,0.383,0.697,9.0,-12.898,0.0,0.118,0.397,0.0,0.0506,0.519,107.984,audio_features,0qh66t5Jy8llQrHqXwu1uO,spotify:track:0qh66t5Jy8llQrHqXwu1uO,https://api.spotify.com/v1/tracks/0qh66t5Jy8llQrHqXwu1uO,https://api.spotify.com/v1/audio-analysis/0qh66t5Jy8llQrHqXwu1uO,233760.0,4.0
Legend of Phaxalot,Ceephax Acid Crew,2F6r7L86ntYsNI2waGGBmA,0.731,0.88,7.0,-12.612,0.0,0.0361,0.002,0.867,0.111,0.602,125.01,audio_features,2F6r7L86ntYsNI2waGGBmA,spotify:track:2F6r7L86ntYsNI2waGGBmA,https://api.spotify.com/v1/tracks/2F6r7L86ntYsNI2waGGBmA,https://api.spotify.com/v1/audio-analysis/2F6r7L86ntYsNI2waGGBmA,378480.0,4.0
Belíssimo Esposo,Comunidade Católica Shalom,1VGVVpAaeSVxcTNXBn5Okb,0.547,0.229,9.0,-8.393,1.0,0.0284,0.821,0.0,0.119,0.293,84.025,audio_features,1VGVVpAaeSVxcTNXBn5Okb,spotify:track:1VGVVpAaeSVxcTNXBn5Okb,https://api.spotify.com/v1/tracks/1VGVVpAaeSVxcTNXBn5Okb,https://api.spotify.com/v1/audio-analysis/1VGVVpAaeSVxcTNXBn5Okb,426907.0,4.0
Feel the Beat,Damon Paul,0vUcaGixVs5gRwdmvJapA7,0.521,0.0506,7.0,-23.566,1.0,0.0377,0.979,0.872,0.114,0.0603,93.017,audio_features,0vUcaGixVs5gRwdmvJapA7,spotify:track:0vUcaGixVs5gRwdmvJapA7,https://api.spotify.com/v1/tracks/0vUcaGixVs5gRwdmvJapA7,https://api.spotify.com/v1/audio-analysis/0vUcaGixVs5gRwdmvJapA7,168458.0,4.0
Mistletoe,Justin Bieber,0mMNzfYNRAiw2iYTTSIUmI,0.623,0.668,6.0,-7.282,0.0,0.0531,0.475,0.0,0.0862,0.823,161.948,audio_features,0mMNzfYNRAiw2iYTTSIUmI,spotify:track:0mMNzfYNRAiw2iYTTSIUmI,https://api.spotify.com/v1/tracks/0mMNzfYNRAiw2iYTTSIUmI,https://api.spotify.com/v1/audio-analysis/0mMNzfYNRAiw2iYTTSIUmI,183067.0,4.0
Flow Natural,"Tito ""El Bambino"";Beenie Man;Ines",2OhYs5kq57o6n1YaJNmRth,0.83,0.796,0.0,-5.596,1.0,0.07,0.115,0.0,0.328,0.794,101.017,audio_features,2OhYs5kq57o6n1YaJNmRth,spotify:track:2OhYs5kq57o6n1YaJNmRth,https://api.spotify.com/v1/tracks/2OhYs5kq57o6n1YaJNmRth,https://api.spotify.com/v1/audio-analysis/2OhYs5kq57o6n1YaJNmRth,173671.0,4.0
Hush Little Baby,Dave and Ava,44Wmlep0LtcboMAgwvo5a8,0.784,0.0273,7.0,-26.896,1.0,0.0445,0.996,0.945,0.0812,0.352,100.022,audio_features,44Wmlep0LtcboMAgwvo5a8,spotify:track:44Wmlep0LtcboMAgwvo5a8,https://api.spotify.com/v1/tracks/44Wmlep0LtcboMAgwvo5a8,https://api.spotify.com/v1/audio-analysis/44Wmlep0LtcboMAgwvo5a8,102331.0,4.0
Urime Manase,Raghu Dixit,12AOZgx9t8GhShEETzeeMP,0.39,0.802,0.0,-3.816,1.0,0.0537,0.0632,8.54e-06,0.383,0.237,68.439,audio_features,12AOZgx9t8GhShEETzeeMP,spotify:track:12AOZgx9t8GhShEETzeeMP,https://api.spotify.com/v1/tracks/12AOZgx9t8GhShEETzeeMP,https://api.spotify.com/v1/audio-analysis/12AOZgx9t8GhShEETzeeMP,277919.0,4.0
So Far Gone,ONE OK ROCK,1Gwwh7r2kfoRUja11QsJGk,0.457,0.705,6.0,-5.554,0.0,0.028,0.00318,0.0,0.314,0.402,166.036,audio_features,1Gwwh7r2kfoRUja11QsJGk,spotify:track:1Gwwh7r2kfoRUja11QsJGk,https://api.spotify.com/v1/tracks/1Gwwh7r2kfoRUja11QsJGk,https://api.spotify.com/v1/audio-analysis/1Gwwh7r2kfoRUja11QsJGk,215465.0,4.0
Samjhawan - Lofi Flip,KSW;Arijit Singh;Shreya Ghoshal;Shaarib Toshi;Jawad Ahmad,1KPAtV3E11Y3pbnzUOtO0d,0.58,0.418,4.0,-10.307,1.0,0.0295,0.453,0.00151,0.28,0.168,107.031,audio_features,1KPAtV3E11Y3pbnzUOtO0d,spotify:track:1KPAtV3E11Y3pbnzUOtO0d,https://api.spotify.com/v1/tracks/1KPAtV3E11Y3pbnzUOtO0d,https://api.spotify.com/v1/audio-analysis/1KPAtV3E11Y3pbnzUOtO0d,227101.0,4.0
"Christmas Is The Time To Say ""I Love You""",Billy Squier,28eg5bkYvIHT7HPmzZFwLN,0.347,0.803,9.0,-4.923,1.0,0.0416,0.209,4.36e-06,0.116,0.672,85.362,audio_features,28eg5bkYvIHT7HPmzZFwLN,spotify:track:28eg5bkYvIHT7HPmzZFwLN,https://api.spotify.com/v1/tracks/28eg5bkYvIHT7HPmzZFwLN,https://api.spotify.com/v1/audio-analysis/28eg5bkYvIHT7HPmzZFwLN,281453.0,4.0
"Love Me Like You Do - From ""Fifty Shades Of Grey""",Ellie Goulding,2SiZYlOxQCmYtWmvv2dxiS,0.271,0.648,8.0,-5.664,1.0,0.051,0.248,0.0,0.121,0.261,189.218,audio_features,2SiZYlOxQCmYtWmvv2dxiS,spotify:track:2SiZYlOxQCmYtWmvv2dxiS,https://api.spotify.com/v1/tracks/2SiZYlOxQCmYtWmvv2dxiS,https://api.spotify.com/v1/audio-analysis/2SiZYlOxQCmYtWmvv2dxiS,253279.0,4.0
I Never Wanted Love,Shannon & The Clams,3q3lxI83Wr6wI2VprOigYr,0.571,0.811,6.0,-5.978,0.0,0.0389,0.108,0.524,0.191,0.887,112.259,audio_features,3q3lxI83Wr6wI2VprOigYr,spotify:track:3q3lxI83Wr6wI2VprOigYr,https://api.spotify.com/v1/tracks/3q3lxI83Wr6wI2VprOigYr,https://api.spotify.com/v1/audio-analysis/3q3lxI83Wr6wI2VprOigYr,219307.0,4.0
Drown,Dabin;Mokita,36TsyjtOszueVgNJ4TCVUq,0.368,0.754,1.0,-5.185,1.0,0.0502,0.00928,0.0,0.256,0.281,169.881,audio_features,36TsyjtOszueVgNJ4TCVUq,spotify:track:36TsyjtOszueVgNJ4TCVUq,https://api.spotify.com/v1/tracks/36TsyjtOszueVgNJ4TCVUq,https://api.spotify.com/v1/audio-analysis/36TsyjtOszueVgNJ4TCVUq,258679.0,4.0
Behind the Clouds,yaeow,2blYzrTJAw2LtIrXu53cX6,0.594,0.0522,6.0,-25.943,1.0,0.0373,0.932,0.903,0.0958,0.0377,130.095,audio_features,2blYzrTJAw2LtIrXu53cX6,spotify:track:2blYzrTJAw2LtIrXu53cX6,https://api.spotify.com/v1/tracks/2blYzrTJAw2LtIrXu53cX6,https://api.spotify.com/v1/audio-analysis/2blYzrTJAw2LtIrXu53cX6,120357.0,4.0
Bombón De Azúcar,Charlie Cruz,1sdyW1xVlI4nE4bmUCOz9r,0.69,0.789,9.0,-5.274,1.0,0.0494,0.449,0.0,0.112,0.872,102.585,audio_features,1sdyW1xVlI4nE4bmUCOz9r,spotify:track:1sdyW1xVlI4nE4bmUCOz9r,https://api.spotify.com/v1/tracks/1sdyW1xVlI4nE4bmUCOz9r,https://api.spotify.com/v1/audio-analysis/1sdyW1xVlI4nE4bmUCOz9r,292613.0,4.0
NOBODY,COUCOU CHLOE,3YoXksESEwIkPsH1gZBq4r,0.844,0.788,11.0,-7.043,1.0,0.136,0.0905,0.000656,0.0839,0.536,110.988,audio_features,3YoXksESEwIkPsH1gZBq4r,spotify:track:3YoXksESEwIkPsH1gZBq4r,https://api.spotify.com/v1/tracks/3YoXksESEwIkPsH1gZBq4r,https://api.spotify.com/v1/audio-analysis/3YoXksESEwIkPsH1gZBq4r,116757.0,4.0
The Devil's Bleeding Crown,Volbeat,79M3Eq1q61lkeQJ1OCVEdZ,0.32,0.909,7.0,-4.612,1.0,0.0412,1.62e-05,0.139,0.0443,0.21,109.649,audio_features,79M3Eq1q61lkeQJ1OCVEdZ,spotify:track:79M3Eq1q61lkeQJ1OCVEdZ,https://api.spotify.com/v1/tracks/79M3Eq1q61lkeQJ1OCVEdZ,https://api.spotify.com/v1/audio-analysis/79M3Eq1q61lkeQJ1OCVEdZ,238653.0,3.0
Liggi,Ritviz,0Q8YbkwiUQTvxTYvofeAJB,0.114,0.0134,2.0,-33.155,1.0,0.0466,0.992,0.958,0.106,0.0467,93.051,audio_features,0Q8YbkwiUQTvxTYvofeAJB,spotify:track:0Q8YbkwiUQTvxTYvofeAJB,https://api.spotify.com/v1/tracks/0Q8YbkwiUQTvxTYvofeAJB,https://api.spotify.com/v1/audio-analysis/0Q8YbkwiUQTvxTYvofeAJB,200000.0,5.0
Burning - Snakehips Remix,Gorgon City;EVAN GIIA;Snakehips,3kEh9TMdS1HZACClTCP7jp,0.654,0.876,8.0,-4.6,0.0,0.0673,0.0223,0.00345,0.0844,0.466,123.899,audio_features,3kEh9TMdS1HZACClTCP7jp,spotify:track:3kEh9TMdS1HZACClTCP7jp,https://api.spotify.com/v1/tracks/3kEh9TMdS1HZACClTCP7jp,https://api.spotify.com/v1/audio-analysis/3kEh9TMdS1HZACClTCP7jp,179080.0,4.0
Let It Snow! Let It Snow! Let It Snow!,Dean Martin,7BpSfgULutM4xmNAjSGIl3,0.446,0.214,1.0,-15.215,1.0,0.0326,0.885,1.46e-06,0.052,0.741,133.436,audio_features,7BpSfgULutM4xmNAjSGIl3,spotify:track:7BpSfgULutM4xmNAjSGIl3,https://api.spotify.com/v1/tracks/7BpSfgULutM4xmNAjSGIl3,https://api.spotify.com/v1/audio-analysis/7BpSfgULutM4xmNAjSGIl3,121027.0,4.0
Beautiful Monster,Ne-Yo,34ceTg8ChN5HjrqiIYCn9Q,0.673,0.683,1.0,-5.693,1.0,0.115,0.522,0.0,0.235,0.713,171.86,audio_features,34ceTg8ChN5HjrqiIYCn9Q,spotify:track:34ceTg8ChN5HjrqiIYCn9Q,https://api.spotify.com/v1/tracks/34ceTg8ChN5HjrqiIYCn9Q,https://api.spotify.com/v1/audio-analysis/34ceTg8ChN5HjrqiIYCn9Q,232000.0,4.0
Amigos Para Siempre - Live,André Rieu;Johann Strauss Orchestra,4pqwGuGu34g8KtfN8LDGZm,0.225,0.369,2.0,-10.32,0.0,0.0508,0.715,6.73e-06,0.989,0.188,84.937,audio_features,4pqwGuGu34g8KtfN8LDGZm,spotify:track:4pqwGuGu34g8KtfN8LDGZm,https://api.spotify.com/v1/tracks/4pqwGuGu34g8KtfN8LDGZm,https://api.spotify.com/v1/audio-analysis/4pqwGuGu34g8KtfN8LDGZm,310520.0,3.0
For An Angel - PVD Angel In Heaven Radio Edit,Paul van Dyk,2zI4py4xY6v4vIrAlR6GtP,0.668,0.982,9.0,-7.979,0.0,0.0331,0.0437,0.849,0.887,0.591,138.223,audio_features,2zI4py4xY6v4vIrAlR6GtP,spotify:track:2zI4py4xY6v4vIrAlR6GtP,https://api.spotify.com/v1/tracks/2zI4py4xY6v4vIrAlR6GtP,https://api.spotify.com/v1/audio-analysis/2zI4py4xY6v4vIrAlR6GtP,233243.0,4.0
Gimme All Your Lovin',ZZ Top,0OBwxFLu6Yj61s2OagYbgY,0.63,0.788,5.0,-6.7,1.0,0.0298,0.00322,0.0237,0.0883,0.63,120.059,audio_features,0OBwxFLu6Yj61s2OagYbgY,spotify:track:0OBwxFLu6Yj61s2OagYbgY,https://api.spotify.com/v1/tracks/0OBwxFLu6Yj61s2OagYbgY,https://api.spotify.com/v1/audio-analysis/0OBwxFLu6Yj61s2OagYbgY,241080.0,4.0
Supermarket Sweep,Rik Gaynor,7fTsKBsnYyk0IG0zVNduEM,0.0,0.00097,3.0,-32.82,1.0,0.0,0.996,0.595,0.1,0.0,0.0,audio_features,7fTsKBsnYyk0IG0zVNduEM,spotify:track:7fTsKBsnYyk0IG0zVNduEM,https://api.spotify.com/v1/tracks/7fTsKBsnYyk0IG0zVNduEM,https://api.spotify.com/v1/audio-analysis/7fTsKBsnYyk0IG0zVNduEM,89717.0,0.0
Always on My Mind,Pet Shop Boys,2SWn864dJI5RNyrp3F4Kp1,0.533,0.889,7.0,-4.566,1.0,0.0362,0.00366,0.0593,0.338,0.579,124.768,audio_features,2SWn864dJI5RNyrp3F4Kp1,spotify:track:2SWn864dJI5RNyrp3F4Kp1,https://api.spotify.com/v1/tracks/2SWn864dJI5RNyrp3F4Kp1,https://api.spotify.com/v1/audio-analysis/2SWn864dJI5RNyrp3F4Kp1,237653.0,4.0
Sleep Apnea,Beach Fossils,6XyjwF7CAwuEaW77noJr6I,0.553,0.685,2.0,-10.624,1.0,0.0266,0.145,0.859,0.138,0.491,79.998,audio_features,6XyjwF7CAwuEaW77noJr6I,spotify:track:6XyjwF7CAwuEaW77noJr6I,https://api.spotify.com/v1/tracks/6XyjwF7CAwuEaW77noJr6I,https://api.spotify.com/v1/audio-analysis/6XyjwF7CAwuEaW77noJr6I,146293.0,4.0
Digimon,Yung Buda,3hyOtrw0NnOqRDPgjpq1jZ,0.673,0.766,7.0,-7.669,1.0,0.0443,0.0388,0.00715,0.0802,0.722,114.987,audio_features,3hyOtrw0NnOqRDPgjpq1jZ,spotify:track:3hyOtrw0NnOqRDPgjpq1jZ,https://api.spotify.com/v1/tracks/3hyOtrw0NnOqRDPgjpq1jZ,https://api.spotify.com/v1/audio-analysis/3hyOtrw0NnOqRDPgjpq1jZ,90957.0,4.0
Last Last,Burna Boy,3snii9Wl0BWjWy56K4iYDJ,0.795,0.565,3.0,-4.457,0.0,0.0948,0.131,0.0,0.0802,0.55,87.925,audio_features,3snii9Wl0BWjWy56K4iYDJ,spotify:track:3snii9Wl0BWjWy56K4iYDJ,https://api.spotify.com/v1/tracks/3snii9Wl0BWjWy56K4iYDJ,https://api.spotify.com/v1/audio-analysis/3snii9Wl0BWjWy56K4iYDJ,172342.0,4.0
Vale,Maribou State,58FsmlVRQxpjFmXF8vSKMT,0.693,0.67,11.0,-8.863,0.0,0.0425,0.388,0.772,0.152,0.725,145.01,audio_features,58FsmlVRQxpjFmXF8vSKMT,spotify:track:58FsmlVRQxpjFmXF8vSKMT,https://api.spotify.com/v1/tracks/58FsmlVRQxpjFmXF8vSKMT,https://api.spotify.com/v1/audio-analysis/58FsmlVRQxpjFmXF8vSKMT,247623.0,4.0
Desarrumar - Ao Vivo,Atitude 67;Tássia Holsbach,3elupDupaKYOHN51DSAVpt,0.694,0.867,4.0,-5.603,1.0,0.0793,0.531,0.0,0.189,0.642,169.996,audio_features,3elupDupaKYOHN51DSAVpt,spotify:track:3elupDupaKYOHN51DSAVpt,https://api.spotify.com/v1/tracks/3elupDupaKYOHN51DSAVpt,https://api.spotify.com/v1/audio-analysis/3elupDupaKYOHN51DSAVpt,210973.0,4.0
Genda Phool (feat. Payal Dev),Badshah;Payal Dev,0gzu5mm36VJH2Zqu8sQPTf,0.955,0.538,1.0,-8.394,1.0,0.0734,0.132,0.00146,0.0704,0.837,116.977,audio_features,0gzu5mm36VJH2Zqu8sQPTf,spotify:track:0gzu5mm36VJH2Zqu8sQPTf,https://api.spotify.com/v1/tracks/0gzu5mm36VJH2Zqu8sQPTf,https://api.spotify.com/v1/audio-analysis/0gzu5mm36VJH2Zqu8sQPTf,170769.0,4.0
"Rudolph, The Red-Nosed Reindeer",Mary J. Blige,47otoIkhx3fkdivEXL5OB6,0.67,0.275,0.0,-12.755,1.0,0.0385,0.671,0.0,0.199,0.806,152.649,audio_features,47otoIkhx3fkdivEXL5OB6,spotify:track:47otoIkhx3fkdivEXL5OB6,https://api.spotify.com/v1/tracks/47otoIkhx3fkdivEXL5OB6,https://api.spotify.com/v1/audio-analysis/47otoIkhx3fkdivEXL5OB6,130027.0,4.0
Auswärtsspiel,Die Toten Hosen,2xSTNXJaxrZSw536qlCr34,0.348,0.657,4.0,-4.286,1.0,0.0388,0.074,0.0,0.1,0.258,149.768,audio_features,2xSTNXJaxrZSw536qlCr34,spotify:track:2xSTNXJaxrZSw536qlCr34,https://api.spotify.com/v1/tracks/2xSTNXJaxrZSw536qlCr34,https://api.spotify.com/v1/audio-analysis/2xSTNXJaxrZSw536qlCr34,232680.0,3.0
